vin|streetName|vehicleMake|reportedDate
5MEHK90ZSZY294423|KANEOHE BAY DR|renault|9/19/2011
1PUWV87DJET735470|KANEOHE BAY DR|jaguar|10/8/2016
4BUHN13GOUI432153|MAUNALEI AVE|mitsubishi|1/12/2014
1YCWW55PGSN692669|IUIU ST|plymouth|11/29/2016
5ISES15EFHV445133|SAND ISLAND ACC RD|porsche|10/14/2014
3CQEO38HESE617800|PALOLO AVE|volvo|3/10/2016
1ORPH15FDDQ40911|KALUANUI RD|audi|11/13/2012
2IAGR97JXBT239567|LEIHULU PL|alfa-romero|4/26/2014
3FXNU30IPQL312117|PALAILAI ST|dodge|12/14/2016
2OGHQ10NUWG235900|PALAILAI ST|audi|12/11/2011
3SCKQ17XMGV706919|WALEA PL|isuzu|1/5/2012
5KPZO43UJXW738329|KOKOLE ST|plymouth|7/26/2011
4YRXH65MYRI460722|KOKOLE ST|peugot|10/15/2017
1YNJE3JNYR217675|WAIOLI ST|peugot|3/15/2012
4NYMP67LHOH197494|KEAHI PL|isuzu|6/1/2014
1VYER38KIHC495821|DUVAL ST|porsche|9/27/2017
2FQYC73KEUK599237|AIALII ST|alfa-romero|7/7/2011
5LVBT55IARV715282|KAIMUKI AVE|audi|6/27/2012
4OOMN72YRGP575245|POIPU DR|mazda|3/29/2011
1RMDA75HZPC335067|KUNAWAI LN|chevrolet|7/11/2015
4CYXV4IVCD642230|KUOO ST|honda|10/12/2011
1ZIOP33CACE123303|ALAPAI ST|mercedes-benz|7/25/2013
1XADE26GLUY92710|PUU KALA ST|porsche|6/5/2015
2XPUY43FYFV856787|PUU KALA ST|isuzu|2/5/2011
1BFIZ94FCWS155783|PUU KALA ST|renault|1/12/2012
1YGSE38DGIC498846|BANYAN ST|volvo|5/29/2012
4KXTX90VEBQ964813|BANYAN ST|nissan|8/3/2011
4GYNE72PIMY947092|LUSITANA ST|saab|10/2/2017
3UEKJ97EXER82289|ONEULA PL|isuzu|10/22/2015
1UHIM94IDGY87268|NOELANI ST|volvo|5/29/2011
4BDEW91RREV295472|NOELANI ST|jaguar|2/4/2016
3QOBI49WLNM337917|UNIVERSITY AVE|plymouth|4/2/2012
3WUYD11XURB83513|MALIONA ST|toyota|9/29/2014
2ZHLX9SXHF880492|MOKAPU BLVD|toyota|3/31/2013
2NHKS19FCSZ92601|AKAHOLO ST|volkswagen|9/12/2014
2OCHK33GTIE991088|KAM HWY|peugot|11/8/2016
1MHGK95RIGO333091|OSWALD ST|toyota|5/28/2016
1VXNF5SNKP845419|KEALOHI ST|renault|5/5/2017
2MWCK97BAMC319344|HONOMANU ST|mitsubishi|5/12/2013
4NEUK1YJFT241264|HONOMANU ST|volvo|9/21/2011
4TNGP10TDLA138927|KUALII ST|honda|4/1/2014
5FBED32ULOL237212|KUALII ST|volvo|1/16/2014
5LKNB56ZIBD68834|PUOLO DR|alfa-romero|11/17/2016
5LYKB32DXOZ935256|KAIOLI ST|nissan|11/18/2013
1IPLY17QWSJ804750|PUOLO DR|peugot|1/25/2015
4FFPV82PKQH491191|SALT LAKE BLVD|volkswagen|11/19/2014
4UPRP42HPZI444336|KINAU ST|dodge|8/20/2011
2VRPR30FAKP252573|HAUIKI ST|porsche|9/12/2012
4UKTS19HSYP43507|HAKUPAPA ST|mercury|4/22/2016
4IGRH76YLML93614|9TH AVE|subaru|6/16/2011
3ROOZ32FGGQ558823|9TH AVE|nissan|10/27/2015
4WNPO65GZKE436782|KOAHEAHE ST|volvo|12/22/2017
1WTUV55XVGR149611|ISENBERG ST|peugot|1/25/2017
5WIAM27BHFK230955|ISENBERG ST|mercury|11/25/2012
3CPBH13URVE301240|ISENBERG ST|audi|7/6/2013
3VEHN84ZDYI937930|OAHU AVE|mercury|2/26/2016
3RSTQ70RGCZ317470|LUNALILO ST|renault|5/5/2012
5RZAA59XSIJ515952|LUNALILO ST|audi|12/8/2013
2DXOZ16WFCH345|NEAL AVE|renault|11/19/2015
5FXRC99XOZO158519|CALIFORNIA AVE|toyota|5/18/2013
1OKIJ36FCGU962925|PALEKAIKO ST|mitsubishi|8/8/2015
4ALKZ61YRVQ523909|KAIKUNANE LP|saab|2/12/2013
5JGFY71IGLL354560|KAIKUNANE LP|nissan|7/7/2016
4JWCM57LNXF487209|KAIKUNANE LP|nissan|7/18/2016
1RJUY91PHWY49804|KUPAU ST|porsche|11/7/2013
3MHFJ41EETW658725|KUPAU ST|saab|10/5/2017
2HRME61WQUW171862|AIPUNI ST|bmw|10/28/2014
5JBZG12KYZO905561|KAHANALEI ST|mitsubishi|7/17/2015
2HDNE70KSXK92796|KAHANALEI ST|audi|7/5/2015
1XXON63FKGM210399|KAIOLI ST|nissan|7/25/2015
4GHMD45MNNS50524|AAPI WAY|porsche|5/1/2012
3YQUN19LKCB780143|AAPI WAY|jaguar|3/5/2012
5OGWN25MWYA846600|AAPI WAY|peugot|2/17/2017
4MKEZ15VYMS688059|HUELANI DR|alfa-romero|7/10/2017
4YUTP66UOMG155836|KAAHOLO ST|porsche|4/11/2012
5NFVY14PJJU445253|POKAI BAY ST|plymouth|9/27/2015
2JNBQ3EDAV352430|MAILIILII RD|honda|9/8/2014
4PAAC25YBSQ992865|KEAAHALA RD|peugot|7/18/2012
3TLDP56VISY750044|BINGHAM ST|mitsubishi|1/12/2014
3EASB37VPCB278044|KINAU ST|isuzu|2/24/2015
2WPML20OXUN564271|MOKULELE DR|honda|10/11/2011
1RZQF68CSRU539957|ISENBERG ST|toyota|11/22/2016
2VEJA41NFYX42468|KAMOAWA ST|dodge|6/11/2012
1VSLH68FJAG255736|PAHIKA ST|isuzu|5/8/2015
2LZYY51DOAS495613|KEWALO ST|plymouth|8/4/2013
3XMPP55SHOY465159|KUPAU ST|mercedes-benz|2/14/2016
1EFII51EETV141123|PAANI ST (MAKIKI)|mercury|3/10/2013
3TGZI41TKLV555140|DUVAL ST|nissan|11/3/2012
5AJCD55ZQKY726484|PUA ALOWALO ST|mercedes-benz|9/27/2017
2WVXP21ZUWE34321|KAIKAUHAA ST|bmw|7/18/2016
4UDGV67MUWE330181|LIKINI ST|porsche|7/6/2015
1ZWYC50NLNJ548684|KAINEHE ST|honda|6/21/2013
2ZFNB18EHQK160046|WAINIHA ST|toyota|6/17/2012
3CMML86HPSM793103|HAUSTEN ST|porsche|12/26/2017
2TZPV96ICXA9713|HENOKEA ST|porsche|2/15/2014
1HZMG50JSIJ885314|HENOKEA ST|peugot|2/17/2012
2EUNF71THCD988153|IHIIHI AVE|bmw|7/14/2015
4TSAD59MIMQ530473|IHIIHI AVE|isuzu|5/3/2011
2JPPA76JLQS504866|IHIIHI AVE|nissan|1/11/2011
5QFGW45NSDB150911|IKULANI ST|mitsubishi|4/24/2015
1TMNY19AASM828276|WAUKE ST|bmw|1/23/2011
1VXKR46SVSZ640654|MAALILI PL|honda|2/4/2014
4MDLY49AVDI368797|KEOHAPA PL|mazda|3/12/2015
1AKNZ54GZRS144335|KEOHAPA PL|jaguar|9/29/2011
3PHVP52SUPN49811|HERBERT ST|chevrolet|2/16/2017
5PRCG11FGBQ885046|KALUAMOI PL|dodge|8/23/2014
1GWLT26EWMR909874|AIALII ST|audi|11/5/2011
4WWGV56BWNH198979|KEOHAPA PL|mercedes-benz|7/20/2017
5YSDN58ZDXH239480|KALUAMOI PL|audi|8/17/2011
3PMYG10JSZS108713|PATY DR|mercedes-benz|10/12/2015
3UOYN29WVVC516951|KEOHAPA PL|nissan|6/19/2012
5AOYQ61RHCZ713278|APII ST|chevrolet|10/20/2017
3FFAR13WANJ434384|MOOMUKU PL|plymouth|11/27/2017
4BZSG14DUZC743351|MALUHIA ST|subaru|9/25/2011
5ELCO96GOTI868288|KAI KALA ST|chevrolet|8/8/2012
3YMKX48DYXZ126153|ALA LEHUA|volkswagen|9/16/2016
2OQZP65APNR479861|ALA LEHUA|mazda|9/4/2011
4MGJY42CCRI533949|ALA LEHUA|honda|3/1/2012
2YCTL15GQED183479|LAUHULU ST|subaru|12/15/2013
4KKJU87GQDD253966|LIKINI ST|bmw|9/25/2015
3VPLZ74QTGV274770|ANAPUNI ST|volkswagen|7/29/2015
1KCNQ36TXAD272242|WATER ST|mitsubishi|12/25/2012
1XIOL7LAMF679122|KAIKUNANE LP|renault|10/22/2015
1GXAW0APOE867564|KAIKUNANE LP|bmw|12/18/2016
3INQD83XNPB913185|LIKINI ST|bmw|1/20/2011
4JMMN19PFLN450995|PUAHIA PL|volkswagen|11/12/2016
3GYVB39AWAN566330|EPUKANE ST|nissan|9/20/2017
2CBNH58GQFQ654774|EPUKANE ST|jaguar|2/23/2017
4OUUW17YEPC191800|GEORGE ST|saab|5/25/2014
1LTMC4AUHQ708307|ISENBERG ST|mercury|2/24/2011
5QGSV27RVKW840125|HALEIWA RD|mazda|3/16/2011
2BQEI4INER42689|HALEIWA RD|honda|5/9/2014
2PNVX46FDPN123671|WILIWILI ST|mazda|7/7/2012
4CLZB50EHEG647762|WILIWILI ST|mercury|9/22/2016
1XDBV32XHNF784041|LOWREY AVE|mercedes-benz|2/2/2015
2IGBC19MBFW499405|KEAKA DR|bmw|9/7/2015
5ZIDW71ZNMN846593|AIALII ST|mercedes-benz|9/13/2012
4UXDV90NVBT205344|MOKAUEA ST|honda|9/13/2011
5HUGB52LXAH136850|7TH AVE|renault|3/23/2016
5BGYQ58XPZB214907|LAULAUNUI ST|mercury|12/13/2016
4HOMR95BRQA781669|KEAHI PL|mercury|4/12/2015
1ORPL51ETDV537068|LUKEPANE AVE|jaguar|8/22/2013
2LIIM70EQNB834485|ALA ALII ST|mitsubishi|3/19/2012
1MIWJ91CITH116830|HAWAII ST (KAPALAMA)|mercury|12/17/2012
5FDNT4QSUF162925|HALA DR|saab|1/29/2015
4OXNG56OFGV961328|HALEKUAI PL|mercury|9/17/2015
2RCYG41XYZM438625|10TH AVE|dodge|7/27/2013
3AOAB28CVFI974282|HOOMAIKE ST|plymouth|9/23/2011
1YOQD2DKEB829744|KAPAPAPUHI ST|plymouth|5/19/2016
3EBVJ14HGNT503389|BATES ST|honda|6/2/2015
1JGQN60ASBW96573|BATES ST|saab|6/15/2011
3OTTN38WLQW818712|BATES ST|bmw|5/15/2014
1SNRG99AVPA851884|ALAKAI ST|alfa-romero|5/20/2015
5QNSD51HGLR881763|ALA PUUMALU|jaguar|4/20/2013
4TOSY12BTGF713844|AIPUNI ST|renault|9/28/2017
3CYZF33TTHI699212|ISENBERG ST|mercury|1/31/2016
4ZLMX16LLZP617529|JUDD ST (SOUTH)|saab|4/17/2016
2LQEY43PDLV264925|JUDD ST (SOUTH)|volvo|3/25/2016
3NSSI60LHWB522282|DILLINGHAM BLVD|chevrolet|9/10/2011
5BUWB78JTZB362224|MANALO ST|audi|4/6/2011
1TKQM30KNXH535421|MAKULE RD|jaguar|12/5/2014
4FUFJ34UHGL181658|MAKULE RD|toyota|9/12/2012
5QZCX60CJUR566264|WAIHONA ST|mercedes-benz|2/25/2014
2PJOP30DOAF775800|KIPAPA DR|toyota|6/24/2011
5QORY26AFUP766670|AKALANI PL|isuzu|7/29/2015
4XDDW70ZEHJ50376|KAHUAPILI ST|mitsubishi|2/13/2016
2XPMK82TFGG65102|KUPIPI PL|porsche|4/15/2016
2SFAM2ZTYV831510|KAHAU ST|saab|3/6/2012
4IPWO37ZPEY394435|ULUOPIHI LP|chevrolet|8/25/2014
2KOJS11ONZB728218|MOOWAA ST|toyota|12/4/2014
5MKOC36FESG121652|MOOWAA ST|mitsubishi|1/4/2015
2URYX54EIZI479438|POKIWAI WAY|subaru|12/23/2017
4XZNA3CHII143784|KAMAHAO PL|chevrolet|12/10/2013
4CBMP51QWMY632471|AWALUA ST|chevrolet|1/4/2015
1BKVK54NPYT526772|PAALII ST|dodge|6/15/2011
2AQNJ89YRYH567352|AIKAHI LP|nissan|12/6/2012
5EZMM49HYSG382128|PUUKU MAKAI DR|jaguar|10/8/2011
2MRKJ77CIGH299675|9TH AVE|toyota|11/5/2013
1HQLQ76OJKK310854|WAILEPO ST|mercury|11/20/2012
4UGPY32KEXN99618|KAAHUMANU ST|honda|5/6/2013
2IYJC16TXSI890227|ALA KOA|isuzu|4/19/2014
5PDYT32RAUY431311|WAINIHA ST|peugot|12/28/2016
3DFXB9MAPZ474903|BINGHAM ST|subaru|10/7/2011
4IHCP42YBST14143|AWANUI ST|nissan|12/25/2016
3QUZH67UVIH105016|PUOWAINA DR|mercedes-benz|9/12/2017
4PBZZ47LFAS533784|WAILELE RD|toyota|11/3/2014
4HCXM51PQMF634118|MAKINI ST|mitsubishi|12/21/2016
2BYVS41IHWY522029|HALEKAUWILA ST|mazda|3/20/2017
4VBOL52SVUN362094|KUKUI ST (NORTH)|renault|12/27/2016
2KTDG91BWBT495017|RIVER ST|audi|1/4/2017
3ZASY29WZOJ741628|AMANA ST|bmw|5/24/2017
1DNFA22BMUG769997|FARRINGTON HWY|volvo|6/22/2014
3WGOS53ZDQW356131|AKOWAI RD|isuzu|1/3/2011
3GNAZ81KJKY877707|VARSITY CIR|mercedes-benz|12/19/2015
1GMPN33ZKIQ92224|VARSITY CIR|honda|1/8/2013
3JQKB59JBFT293463|VARSITY CIR|peugot|7/30/2013
4OKWH32KLXG544579|VARSITY CIR|honda|6/28/2017
5ZPRF66JKSA693608|NICHOLS ST|honda|9/27/2011
2PEKM61WBOV119656|MAKIKI ST|mercury|5/23/2015
4KAKX74OKHV607950|KOPKE ST|porsche|12/18/2016
1UXVL13OWRA622303|EKELA AVE|volkswagen|6/5/2017
4JPBV75NUMJ388620|NENEHIWA PL|peugot|5/22/2012
2JXFB30FGLS901185|WAIOLINA ST|dodge|1/31/2015
1QLQB87TMAX887110|KEOLU DR|volkswagen|6/16/2012
3ARNG91ETVY665136|KAM IV RD|audi|5/29/2011
3EHAL52LWQN977032|KAM IV RD|plymouth|6/24/2011
5ECGA75PJHY980250|MELE ST|volvo|6/5/2011
5BHOF18HYPZ836199|KAIMALIE ST|saab|5/17/2011
1NXIK47ADVB880096|WATER ST|peugot|11/5/2012
1SEGZ39NNPS109191|LAALOA ST|mercedes-benz|10/23/2015
3UCQB32SVOU348501|ALA MAHAMOE|peugot|4/25/2015
2FTNT82AUOM467671|LUNALILO ST|plymouth|6/13/2013
2MOMR31XXFP221625|HALA DR|honda|5/6/2014
3NKCF43ZJYN369002|HALA DR|audi|5/8/2016
2CHET85LZSA737610|KAHAKEA ST|honda|12/20/2014
4JXDU89WBQI568858|KUAHELANI AVE|plymouth|12/10/2015
5EYDR94EZZF920586|8TH AVE|honda|12/7/2011
1MNLB43IUST253549|KALAMA ST|saab|3/5/2015
3SUVR65IFVO196106|MALUNIU AVE|nissan|10/14/2011
3XYPX12UZTQ170864|LEIALOHA AVE|jaguar|9/26/2011
1RRBM93XNBT596445|HEULU ST|mitsubishi|2/23/2017
4VGMU75KLTN225611|WALEA PL|mitsubishi|1/27/2017
3GZYC75GQZT88976|ULUPUNI ST|mercury|3/12/2013
4ROYH67PLJE924914|SCHOOL ST (NORTH)|honda|8/22/2015
4DRLE54GNTN416996|MEKIA ST|nissan|7/15/2015
4JNOR91HZBN681524|WAILAWA ST|volkswagen|7/15/2011
1XAKX75LGYW582265|HAKIMO RD|isuzu|12/21/2017
2TNJN67SNEC853673|KEEHUHIWA ST|subaru|12/25/2015
2TJAJ41DPSR101172|HOOILO PL|volkswagen|12/26/2012
1QIPJ46TBZI537176|MCNEILL ST|audi|11/18/2015
2ORDT62PLZT830088|KING ST (NORTH)|renault|6/12/2013
4DPTO30TONZ446289|KING ST (NORTH)|bmw|1/11/2011
1KEPU29ZRYY747180|COOLIDGE ST|jaguar|6/16/2016
1WGVK25DHDZ735420|KING ST (NORTH)|bmw|12/4/2013
1CUOE85CFUI898160|KING ST (NORTH)|chevrolet|12/3/2013
2OEKQ96WBYZ430731|KING ST (NORTH)|alfa-romero|11/28/2012
1WGCI15QIKR616542|WAIAKAMILO RD|subaru|11/28/2012
2CWLB79MNVK765659|COLBURN ST|honda|4/24/2017
5ARTO84TQVR495953|COLBURN ST|mercury|7/29/2016
2LYIH66GOJZ96903|COLBURN ST|mitsubishi|3/21/2017
2GAWU34LCEU40236|COLBURN ST|mercury|5/31/2014
4MBJO24OVIL741020|COLBURN ST|jaguar|8/7/2016
4YZRX38BYAU309594|COLBURN ST|bmw|5/16/2015
3HJDJ22LFEU683566|COLBURN ST|jaguar|3/7/2012
5MTZG74QRJZ992480|COLBURN ST|renault|9/11/2012
2XCSH56FUIS301836|COLBURN ST|mercury|12/11/2014
1RBJN16LLCK9195|KILAHA ST|nissan|2/17/2011
3KXAO60FGKS852813|KILAHA ST|bmw|8/29/2012
2TDYV0VEXM47211|PUPUPUHI ST|mercedes-benz|12/31/2011
2BMUB75MMFW91883|PUPUPUHI ST|honda|2/1/2015
1IUOZ53OZLU833317|PUPUPUHI ST|subaru|8/24/2012
5NBCH65XKBN311131|PUPUPUHI ST|jaguar|4/26/2013
1OLMD35ZWJO638753|KAPAPAPUHI ST|volkswagen|12/16/2017
2JOFN48VZET792942|COOLIDGE ST|volvo|8/28/2014
2UJVK84KICG890862|DATE ST|mitsubishi|10/27/2017
2GXFO31CQWW778684|COOLIDGE ST|subaru|5/9/2011
1LVVC36KNKJ964656|COOLIDGE ST|isuzu|3/13/2017
4PCPE15LZNU947809|HAHAIONE ST|subaru|6/12/2017
4IWDS77HMTU689158|HAHAIONE ST|chevrolet|12/5/2014
2IDYR60PTRY252991|KAMINAKA DR|mazda|11/15/2017
2PRRY52SNUL202077|KAWAILOA RD (KAILUA)|volkswagen|7/6/2011
3ATCN10CMCK438704|KAMOKU ST|subaru|6/13/2013
1RLEM84JYVS681340|KAMOKU ST|volkswagen|5/23/2016
4UBQP16OSYM419343|KAMOKU ST|audi|12/21/2014
3ZYHW34CEAO10221|AINANUI LP|isuzu|5/12/2013
5QSJV34TVIO892522|DOLE ST|nissan|4/15/2015
3RCEY34DGKV318650|MAHINUI RD|saab|12/29/2014
4RSTB58WGPA478421|KAHANALEI ST|nissan|6/2/2011
2YPYP11IPEN413470|REPUBLICAN ST|mercury|6/6/2013
1ISON66CHQU221018|WAILOA LP|mazda|1/21/2013
3DKMG84WWGU476628|AKEPO LN|saab|1/11/2014
4FUKI35CBHZ39971|WAILOA LP|isuzu|8/16/2012
2VHCA56ZAYK828898|WAIAWA RD|isuzu|8/8/2016
1SHYS89XWOV730794|KUAHAKA ST|mazda|7/26/2012
4PYPI91GYMK823697|KUAHAKA ST|volkswagen|4/29/2015
3YJIT64SSTR724268|KUAHAKA ST|plymouth|7/20/2011
5ZXHP53NFBA767488|WAILAWA ST|peugot|9/14/2012
4LCON38FAVX418563|WAILAWA ST|volvo|1/6/2012
5HHSU17DCMU791372|OHENANA LP|volvo|12/11/2013
4OXAW14QPFX492653|KOLOKOLO ST|bmw|8/4/2011
3QAZD48SMHT24521|KOLOKOLO ST|subaru|5/29/2011
3MJZY45SGDK251854|AMOOMOO ST|isuzu|4/23/2016
5HNPF79QZAZ703893|KIPAPA DR|mercury|12/26/2014
5IAKP89FPQM120088|DATE ST|subaru|11/27/2015
5HAMA44AOHK677226|ALA KAPUA PL|porsche|3/26/2014
4WFIA68DJGS736826|VICTORIA ST|mercedes-benz|2/17/2011
1VLOD6ZLXA198192|NAUPAKA ST|plymouth|1/28/2011
4NPTP4ERXL734412|HALELA ST|honda|10/19/2012
3QHSH39HFMB764498|LAUPAI PL|peugot|2/9/2014
2ADZA86CBEF320093|OHEKANI LP|plymouth|7/27/2013
1JBAD92BYHP968907|OHEKANI LP|toyota|9/18/2013
1OXNZ82LYGI4119|KALUAMOI PL|plymouth|6/19/2013
4GRMK59RZRN745455|KALUAMOI PL|toyota|5/20/2013
5LWJO36XWZV356403|MAILIILII RD|volkswagen|9/14/2016
5XZVA33MINK729052|MANAIKI PL|chevrolet|9/16/2016
2CKYJ11VSDH139948|MAKIKI ST|mercedes-benz|12/19/2011
4DCOU57LPDO851775|HONE LN|bmw|3/17/2011
1LRDB77OBGE654618|ALA NAPUAA PL|porsche|5/26/2011
4WHZJ44ZAVG98123|HART ST|subaru|10/27/2016
1IMSD87YPMZ239315|HART ST|isuzu|6/1/2015
1RJQX98EKBN460085|HART ST|renault|12/15/2017
2ZQMM92DJQM275487|HART ST|volvo|9/18/2017
5QEHK55SAXM557918|HART ST|honda|3/27/2017
2IJUJ53WAGR809555|AIKAHI PL|chevrolet|12/10/2016
3AOLG36DEMQ335661|ONIONI ST|isuzu|1/21/2012
4WAHF33VQZT838175|ALA MOANA|honda|1/8/2011
2BKYX87GSQK864277|ONIONI ST|toyota|9/19/2014
4JGTX2IGOC140264|PROSPECT ST|nissan|5/22/2016
3RNYJ38DDWM574101|POKI ST|porsche|5/2/2017
3ZWWD18ZIDI888654|POKI ST|nissan|4/9/2017
1ISYV80HNVZ822461|POKI ST|isuzu|8/26/2016
5LBGW34WJDA703088|KAUKAMA RD|jaguar|3/8/2016
1BEAJ45DLGZ139869|KAPAHU ST|plymouth|7/3/2014
5IBKW70UPWV914358|IHIIHI AVE|mitsubishi|5/4/2014
4WAII36WJYW214480|KAHIMOE ST|honda|6/20/2017
2BBZQ32YFGR588857|HULALI PL|volkswagen|3/16/2013
3NGWQ12JRVX776356|KUHIA PL|renault|6/19/2016
4RJOY67CTPU119786|KEOLE ST|mercedes-benz|6/28/2011
2BANG86ZXMX621250|MOOWAA ST|porsche|9/27/2011
3UTOC19IHGN174863|PAPALI ST|alfa-romero|3/26/2013
4CHKI75FBNG95450|MOOWAA ST|nissan|3/18/2015
4JSVV30OYTP188773|HILLSIDE AVE|chevrolet|3/11/2013
4MXFY29NORX760306|KEOLE ST|volvo|4/25/2015
4AXMC16CYIE250798|KEOLE ST|volkswagen|11/11/2017
3NYIO94BYEF435561|KEOLE ST|mercedes-benz|5/7/2017
5MRFW81XQIC751903|KEOLE ST|alfa-romero|7/25/2011
2ZYBU78TDYF306475|ALA AKULIKULI|chevrolet|3/30/2017
5CVRY83GEEG77262|ALA AKULIKULI|jaguar|11/25/2017
5CSUI59SUKG749894|LIKINI ST|porsche|11/11/2013
2YOWP46KEES184155|LIKINI ST|honda|5/12/2014
2AZKK52ABIU75961|ISENBERG ST|nissan|5/5/2011
5YFMT55QDGY602831|HENRY ST|isuzu|4/21/2012
3JLAS11WBHI672349|KALANI ST|porsche|3/13/2013
1HWJL74JULZ635316|KALANI ST|volvo|7/13/2016
1HUAB28PBQM227039|SPENCER ST|mercedes-benz|8/22/2011
5TEEX93EYRC400329|KEWALO ST|renault|9/12/2011
3STZP71WYHG443595|PALAI ST|toyota|1/28/2017
3FPAC37TKWP539278|MIKANA ST|mazda|1/18/2016
2OMUS21BRGX927619|IMUA PL|alfa-romero|11/6/2014
4SNVP26TPFL436936|IMUA PL|mazda|3/19/2014
4QSAK85ONNP585784|AAPI WAY|renault|6/1/2014
3BHVZ20PRIS892489|KAHUALENA ST|mercury|9/8/2012
5XSEK58PAIQ91240|KAMAHAO ST|peugot|6/21/2013
5FPGH88QEAT845925|KAWELOKA ST|plymouth|11/3/2014
5MAZH52MTDU57947|HANAKAHI ST|toyota|12/3/2014
4RJDG68SNSO394537|KAKAE PL|mercedes-benz|7/15/2015
3QRZS25CMQK206890|LOULU ST|peugot|12/19/2016
2DBPF63RNFL773692|KUAHAKA ST|peugot|1/18/2017
5RSLR44WWQC353290|HANALOA ST|mitsubishi|3/29/2017
3YGFK89RKEH268663|DILLINGHAM BLVD|volvo|7/4/2014
3GEUQ8FDSO546382|DILLINGHAM BLVD|mitsubishi|7/2/2013
1HYYA34HVOD428457|DILLINGHAM BLVD|volvo|9/21/2017
3TCCK80BCQF732922|KAMINAKA DR|mitsubishi|8/31/2017
1QIJM64IXLW133941|LAUKEA ST|toyota|8/3/2014
4BIYF65RFWN866657|KINAU ST|porsche|3/16/2011
5OZZV42RQTA826678|MAKIKI ST|volkswagen|10/6/2015
5IDIR43VHID182398|MAKIKI ST|mercedes-benz|5/26/2013
2ULKO26TLCY570982|KINAU ST|jaguar|5/17/2017
4VIKD89JDQC41018|KINAU ST|honda|8/6/2017
5OJBC37RVVV825763|KINAU ST|honda|6/29/2011
3QFHO96APMS673215|KINAU ST|chevrolet|10/12/2011
1VSAZ19WBMJ116036|KINAU ST|isuzu|10/26/2014
3WVXE74VHWY291090|KINAU ST|toyota|7/12/2013
4OYKH29PERA782772|AUHAU PL|peugot|12/22/2013
4YOOA42INGX329340|PUOWAINA DR|dodge|12/6/2016
4QZVJ83MOZT89821|KAHAKEA ST|saab|5/7/2015
1ZYTX2DZNU667170|KAMALO ST|saab|12/26/2013
5AKOM50ZTHW576189|PAKI AVE|dodge|12/22/2015
4MUIE65MKZZ726400|WAHANE ST|renault|9/13/2013
4NCHE98DUXU222343|AWAIKI ST|volkswagen|10/8/2016
2KXFZ96FLMZ144778|APAPANE ST|bmw|2/17/2014
1FCEC76JKKH42924|APAPANE ST|mercedes-benz|6/3/2011
2OGTB48ODWD800277|MALIO PL|toyota|8/23/2014
4ENHF79ILKU84333|11TH AVE|volvo|7/13/2015
2XNRP8RKJX85690|AUYONG HMSTD RD|subaru|10/27/2016
1MIUY87UEBR17096|LUALUALEI HMSTD RD|toyota|7/9/2013
1NGTB38XUXI895226|MAGAZINE ST|honda|9/22/2017
2SDWR84PPLA100721|MALULANI ST|volkswagen|6/23/2011
3NESU52PYXH389250|AAPI WAY|chevrolet|12/10/2013
3OJJQ32DRMD845681|PUHIKANI ST|jaguar|10/23/2012
4AGDH12LYPY134531|PUHIKANI ST|mazda|8/7/2012
4NNHK59ROWD107134|PUHIKANI ST|subaru|3/13/2011
5PLHD70XYTL797946|KAUPEA ST|jaguar|8/30/2011
1EDDV63AWEZ279462|KAWAIHAE ST|honda|5/11/2017
3KUIQ65XEWC605889|19TH AVE|mercedes-benz|11/11/2011
5OZNE67SXOO714787|MIKANA ST|mercedes-benz|8/15/2011
2DABO13KONP380563|MIKANA ST|mazda|8/23/2012
3CDZB35CLIU168030|MAIA ST|mitsubishi|8/12/2016
1NQHA90NDAG265311|MAIA ST|plymouth|4/29/2016
3UGWT61MYDX37631|MAIA ST|alfa-romero|11/17/2013
5ZYWI77BQJZ920811|MAIA ST|dodge|4/19/2016
2DFDZ96IDET833678|MAIA ST|renault|9/15/2017
4SVXB53QREU226542|MAIA ST|renault|6/14/2016
1YMIA68YDGC730601|MAIA ST|volvo|5/10/2014
1KYLF74RGCD184673|MIKANA ST|chevrolet|6/7/2013
1XEZO94HAJD130288|MIKANA ST|honda|8/7/2017
5VXYW90SBIP303054|AOAO ST|alfa-romero|2/28/2017
3ANKB18FWKQ990217|HALUPA ST|nissan|7/1/2017
3IYIP51KNJV96700|MIKANA ST|mazda|11/30/2015
4DQTO11QTJA412186|MIKANA ST|subaru|7/30/2017
4NAUG18ODMT860696|MIKANA ST|saab|7/19/2012
4VKGZ59JCVD841642|MOKULELE DR|subaru|12/29/2011
3YXXN9GKVF639113|MOKULELE DR|porsche|5/8/2014
3HSKV24GGNS440620|HINANO ST|alfa-romero|6/21/2011
5ZAOM87LRUI381194|HINANO ST|plymouth|5/17/2011
3KIVS45SJDZ602264|RIDGE AVE|dodge|1/29/2013
4WSFL1OUIF406641|LAUIKI ST|subaru|1/29/2014
3HBQV82FBQO451889|KEALIIAHONUI ST|volkswagen|2/18/2013
1ICQK85VGET20796|ULIEO PL|isuzu|10/9/2015
1JEIE83CDYB338859|ULIEO PL|porsche|9/9/2015
1CYOA52XFEL495309|APII ST|plymouth|1/15/2016
3LQBA42SZIW674402|DOMINIS ST|plymouth|12/4/2012
5MNAR97OHOF467031|SPRECKELS ST|jaguar|6/8/2014
4VGQW66KGOF177357|SPRECKELS ST|peugot|10/15/2015
